ID,index,voices,voiceToEQandComp,effects,voicesToEffects,CPUPerc,MemPerc
1,0,10,10,1,5,131.1999969482,1
1,1,10,10,1,5,168.8000030518,1
1,2,10,10,1,5,193.8000030518,1
1,3,10,10,1,5,100,1
1,4,10,10,1,5,100,1
1,5,10,10,1,5,93.8000030518,1
1,6,10,10,1,5,93.8000030518,1
1,7,10,10,1,5,93.8000030518,1
1,8,10,10,1,5,93.8000030518,1
1,9,10,10,1,5,93.8000030518,1
1,10,10,10,1,5,93.8000030518,1
1,11,10,10,1,5,93.8000030518,1
1,12,10,10,1,5,100,1
1,13,10,10,1,5,93.8000030518,1
1,14,10,10,1,5,93.8000030518,1
1,15,10,10,1,5,93.8000030518,1
1,16,10,10,1,5,100,1
1,17,10,10,1,5,93.8000030518,1
1,18,10,10,1,5,93.8000030518,1
1,19,10,10,1,5,100,1
1,20,10,10,1,5,100,1
1,21,10,10,1,5,93.8000030518,1
1,22,10,10,1,5,93.8000030518,1
1,23,10,10,1,5,87.5,1
1,24,10,10,1,5,100,1
1,25,10,10,1,5,93.8000030518,1
1,26,10,10,1,5,100,1
1,27,10,10,1,5,93.8000030518,1
1,28,10,10,1,5,93.8000030518,1
1,29,10,10,1,5,93.8000030518,1
1,30,10,10,1,5,100,1
1,31,10,10,1,5,93.8000030518,1
1,32,10,10,1,5,93.8000030518,1
1,33,10,10,1,5,93.8000030518,1
1,34,10,10,1,5,93.8000030518,1
1,35,10,10,1,5,93.8000030518,1
1,36,10,10,1,5,100,1
1,37,10,10,1,5,93.8000030518,1
1,38,10,10,1,5,87.5,1
1,39,10,10,1,5,100,1
1,40,10,10,1,5,93.8000030518,1
1,41,10,10,1,5,93.8000030518,1
1,42,10,10,1,5,100,1
1,43,10,10,1,5,93.8000030518,1
1,44,10,10,1,5,106.6999969482,1
1,45,10,10,1,5,93.8000030518,1
1,46,10,10,1,5,93.8000030518,1
1,47,10,10,1,5,100,1
1,48,10,10,1,5,93.8000030518,1
1,49,10,10,1,5,93.8000030518,1
