ID,index,voices,voiceToEQandComp,effects,voicesToEffects,CPUPerc,MemPerc
3,0,40,40,3,15,106.1999969482,1.2000000477
3,1,40,40,3,15,100,1.2000000477
3,2,40,40,3,15,100,1.2000000477
3,3,40,40,3,15,100,1.2000000477
3,4,40,40,3,15,100,1.2000000477
3,5,40,40,3,15,106.6999969482,1.2000000477
3,6,40,40,3,15,93.8000030518,1.2000000477
3,7,40,40,3,15,131.1999969482,1.2000000477
3,8,40,40,3,15,100,1.2000000477
3,9,40,40,3,15,93.8000030518,1.2000000477
3,10,40,40,3,15,100,1.2000000477
3,11,40,40,3,15,100,1.2000000477
3,12,40,40,3,15,106.6999969482,1.2000000477
3,13,40,40,3,15,100,1.2000000477
3,14,40,40,3,15,100,1.2000000477
3,15,40,40,3,15,100,1.2000000477
3,16,40,40,3,15,93.8000030518,1.2000000477
3,17,40,40,3,15,100,1.2000000477
3,18,40,40,3,15,100,1.2000000477
3,19,40,40,3,15,93.8000030518,1.2000000477
3,20,40,40,3,15,100,1.2000000477
3,21,40,40,3,15,100,1.2000000477
3,22,40,40,3,15,93.8000030518,1.2000000477
3,23,40,40,3,15,100,1.2000000477
3,24,40,40,3,15,106.6999969482,1.2000000477
3,25,40,40,3,15,106.6999969482,1.2000000477
3,26,40,40,3,15,93.8000030518,1.2000000477
3,27,40,40,3,15,100,1.2000000477
3,28,40,40,3,15,100,1.2000000477
3,29,40,40,3,15,93.8000030518,1.2000000477
3,30,40,40,3,15,100,1.2000000477
3,31,40,40,3,15,100,1.2000000477
3,32,40,40,3,15,100,1.2000000477
3,33,40,40,3,15,106.6999969482,1.2000000477
3,34,40,40,3,15,93.8000030518,1.2000000477
3,35,40,40,3,15,93.8000030518,1.2000000477
3,36,40,40,3,15,93.8000030518,1.2000000477
3,37,40,40,3,15,100,1.2000000477
3,38,40,40,3,15,106.1999969482,1.2000000477
3,39,40,40,3,15,106.6999969482,1.2000000477
3,40,40,40,3,15,100,1.2000000477
3,41,40,40,3,15,106.6999969482,1.2000000477
3,42,40,40,3,15,100,1.2000000477
3,43,40,40,3,15,106.6999969482,1.2000000477
3,44,40,40,3,15,93.8000030518,1.2000000477
3,45,40,40,3,15,100,1.2000000477
3,46,40,40,3,15,100,1.2000000477
3,47,40,40,3,15,93.8000030518,1.2000000477
3,48,40,40,3,15,100,1.2000000477
3,49,40,40,3,15,100,1.2000000477
