ID,index,voices,voicesToEQandComp,effects,voicesToEffects,CPUPerc,MemPerc
4,0,50,50,5,20,56.2000007629,2.2999999523
4,1,50,50,5,20,50,2.2999999523
4,2,50,50,5,20,47.0999984741,2.2999999523
4,3,50,50,5,20,41.2000007629,2.2999999523
4,4,50,50,5,20,43.7999992371,2.2999999523
4,5,50,50,5,20,37.5,2.2999999523
4,6,50,50,5,20,37.5,2.2999999523
4,7,50,50,5,20,50,2.2999999523
4,8,50,50,5,20,50,2.2999999523
4,9,50,50,5,20,43.7999992371,2.2999999523
4,10,50,50,5,20,43.7999992371,2.2999999523
4,11,50,50,5,20,43.7999992371,2.2999999523
4,12,50,50,5,20,50,2.2999999523
4,13,50,50,5,20,62.5,2.2999999523
4,14,50,50,5,20,75,2.2999999523
4,15,50,50,5,20,68.8000030518,2.2999999523
4,16,50,50,5,20,70.5999984741,2.2999999523
4,17,50,50,5,20,68.8000030518,2.2999999523
4,18,50,50,5,20,68.8000030518,2.2999999523
4,19,50,50,5,20,68.8000030518,2.2999999523
4,20,50,50,5,20,68.8000030518,2.2999999523
4,21,50,50,5,20,68.8000030518,2.2999999523
4,22,50,50,5,20,68.8000030518,2.2999999523
4,23,50,50,5,20,94.0999984741,2.2999999523
4,24,50,50,5,20,75,2.2999999523
4,25,50,50,5,20,68.8000030518,2.2999999523
4,26,50,50,5,20,68.8000030518,2.2999999523
4,27,50,50,5,20,75,2.2999999523
4,28,50,50,5,20,75,2.2999999523
4,29,50,50,5,20,75,2.2999999523
4,30,50,50,5,20,62.5,2.2999999523
4,31,50,50,5,20,75,2.2999999523
4,32,50,50,5,20,80,2.2999999523
4,33,50,50,5,20,68.8000030518,2.2999999523
4,34,50,50,5,20,75,2.2999999523
4,35,50,50,5,20,68.8000030518,2.2999999523
4,36,50,50,5,20,68.8000030518,2.2999999523
4,37,50,50,5,20,68.8000030518,2.2999999523
4,38,50,50,5,20,81.1999969482,2.2999999523
4,39,50,50,5,20,68.8000030518,2.2999999523
4,40,50,50,5,20,68.8000030518,2.2999999523
4,41,50,50,5,20,73.3000030518,2.2999999523
4,42,50,50,5,20,68.8000030518,2.2999999523
4,43,50,50,5,20,73.3000030518,2.2999999523
4,44,50,50,5,20,75,2.2999999523
4,45,50,50,5,20,68.8000030518,2.2999999523
4,46,50,50,5,20,62.5,2.2999999523
4,47,50,50,5,20,75,2.2999999523
4,48,50,50,5,20,62.5,2.2999999523
4,49,50,50,5,20,75,2.2999999523
