ID,index,voices,voiceToEQandComp,effects,voicesToEffects,CPUPerc,MemPerc
5,0,150,150,0,0,93.8000030518,1.8999999762
5,1,150,150,0,0,93.8000030518,1.8999999762
5,2,150,150,0,0,100,1.8999999762
5,3,150,150,0,0,100,1.8999999762
5,4,150,150,0,0,100,1.8999999762
5,5,150,150,0,0,93.8000030518,1.8999999762
5,6,150,150,0,0,93.8000030518,1.8999999762
5,7,150,150,0,0,100,1.8999999762
5,8,150,150,0,0,93.8000030518,1.8999999762
5,9,150,150,0,0,100,1.8999999762
5,10,150,150,0,0,100,1.8999999762
5,11,150,150,0,0,100,1.8999999762
5,12,150,150,0,0,106.6999969482,1.8999999762
5,13,150,150,0,0,100,1.8999999762
5,14,150,150,0,0,100,1.8999999762
5,15,150,150,0,0,100,1.8999999762
5,16,150,150,0,0,100,1.8999999762
5,17,150,150,0,0,100,1.8999999762
5,18,150,150,0,0,106.6999969482,1.8999999762
5,19,150,150,0,0,100,1.8999999762
5,20,150,150,0,0,100,1.8999999762
5,21,150,150,0,0,106.1999969482,1.8999999762
5,22,150,150,0,0,93.8000030518,1.8999999762
5,23,150,150,0,0,100,1.8999999762
5,24,150,150,0,0,100,1.8999999762
5,25,150,150,0,0,93.8000030518,1.8999999762
5,26,150,150,0,0,93.8000030518,1.8999999762
5,27,150,150,0,0,100,1.8999999762
5,28,150,150,0,0,100,1.8999999762
5,29,150,150,0,0,106.6999969482,1.8999999762
5,30,150,150,0,0,94.0999984741,1.8999999762
5,31,150,150,0,0,100,1.8999999762
5,32,150,150,0,0,106.6999969482,1.8999999762
5,33,150,150,0,0,106.6999969482,1.8999999762
5,34,150,150,0,0,93.8000030518,1.8999999762
5,35,150,150,0,0,100,1.8999999762
5,36,150,150,0,0,100,1.8999999762
5,37,150,150,0,0,93.8000030518,1.8999999762
5,38,150,150,0,0,100,1.8999999762
5,39,150,150,0,0,100,1.8999999762
5,40,150,150,0,0,100,1.8999999762
5,41,150,150,0,0,100,1.8999999762
5,42,150,150,0,0,100,1.8999999762
5,43,150,150,0,0,100,1.8999999762
5,44,150,150,0,0,100,1.8999999762
5,45,150,150,0,0,106.6999969482,1.8999999762
5,46,150,150,0,0,100,1.8999999762
5,47,150,150,0,0,93.8000030518,1.8999999762
5,48,150,150,0,0,100,1.8999999762
5,49,150,150,0,0,100,1.8999999762
