ID,index,voices,voiceToEQandComp,effects,voicesToEffects,CPUPerc,MemPerc
2,0,25,25,1,10,156.1999969482,0.8000000119
2,1,25,25,1,10,68.8000030518,0.8000000119
2,2,25,25,1,10,81.1999969482,0.8000000119
2,3,25,25,1,10,68.8000030518,0.8000000119
2,4,25,25,1,10,100,0.8000000119
2,5,25,25,1,10,68.8000030518,0.8000000119
2,6,25,25,1,10,62.5,0.8000000119
2,7,25,25,1,10,68.8000030518,0.8000000119
2,8,25,25,1,10,68.8000030518,0.8000000119
2,9,25,25,1,10,68.8000030518,0.8000000119
2,10,25,25,1,10,68.8000030518,0.8000000119
2,11,25,25,1,10,68.8000030518,0.8000000119
2,12,25,25,1,10,62.5,0.8000000119
2,13,25,25,1,10,68.8000030518,0.8000000119
2,14,25,25,1,10,68.8000030518,0.8000000119
2,15,25,25,1,10,66.6999969482,0.8000000119
2,16,25,25,1,10,68.8000030518,0.8000000119
2,17,25,25,1,10,68.8000030518,0.8000000119
2,18,25,25,1,10,70.5999984741,0.8000000119
2,19,25,25,1,10,68.8000030518,0.8000000119
2,20,25,25,1,10,68.8000030518,0.8000000119
2,21,25,25,1,10,68.8000030518,0.8000000119
2,22,25,25,1,10,75,0.8000000119
2,23,25,25,1,10,62.5,0.8000000119
2,24,25,25,1,10,62.5,0.8000000119
2,25,25,25,1,10,62.5,0.8000000119
2,26,25,25,1,10,62.5,0.8000000119
2,27,25,25,1,10,64.6999969482,0.8000000119
2,28,25,25,1,10,68.8000030518,0.8000000119
2,29,25,25,1,10,66.6999969482,0.8000000119
2,30,25,25,1,10,73.3000030518,0.8000000119
2,31,25,25,1,10,62.5,0.8000000119
2,32,25,25,1,10,62.5,0.8000000119
2,33,25,25,1,10,68.8000030518,0.8000000119
2,34,25,25,1,10,68.8000030518,0.8000000119
2,35,25,25,1,10,68.8000030518,0.8000000119
2,36,25,25,1,10,81.1999969482,0.8000000119
2,37,25,25,1,10,62.5,0.8000000119
2,38,25,25,1,10,68.8000030518,0.8000000119
2,39,25,25,1,10,62.5,0.8000000119
2,40,25,25,1,10,68.8000030518,0.8000000119
2,41,25,25,1,10,62.5,0.8000000119
2,42,25,25,1,10,68.8000030518,0.8000000119
2,43,25,25,1,10,75,0.8000000119
2,44,25,25,1,10,68.8000030518,0.8000000119
2,45,25,25,1,10,68.8000030518,0.8000000119
2,46,25,25,1,10,68.8000030518,0.8000000119
2,47,25,25,1,10,73.3000030518,0.8000000119
2,48,25,25,1,10,68.8000030518,0.8000000119
2,49,25,25,1,10,75,0.8000000119
