ID,index,voices,voiceToEQandComp,effects,voicesToEffects,CPUPerc,MemPerc
1,0,10,10,1,5,156.1999969482,0.6999999881
1,1,10,10,1,5,187.5,0.6999999881
1,2,10,10,1,5,211.8000030518,0.8000000119
1,3,10,10,1,5,76.5,0.8000000119
1,4,10,10,1,5,18.7999992371,0.8000000119
1,5,10,10,1,5,25,0.8000000119
1,6,10,10,1,5,26.7000007629,0.8000000119
1,7,10,10,1,5,18.7999992371,0.8000000119
1,8,10,10,1,5,20,0.8000000119
1,9,10,10,1,5,18.7999992371,0.8000000119
1,10,10,10,1,5,25,0.8000000119
1,11,10,10,1,5,26.7000007629,0.8000000119
1,12,10,10,1,5,26.7000007629,0.8000000119
1,13,10,10,1,5,18.7999992371,0.8000000119
1,14,10,10,1,5,18.7999992371,0.8000000119
1,15,10,10,1,5,26.7000007629,0.8000000119
1,16,10,10,1,5,26.7000007629,0.8000000119
1,17,10,10,1,5,26.7000007629,0.8000000119
1,18,10,10,1,5,25,0.8000000119
1,19,10,10,1,5,37.5,0.8000000119
1,20,10,10,1,5,26.7000007629,0.8000000119
1,21,10,10,1,5,25,0.8000000119
1,22,10,10,1,5,20,0.8000000119
1,23,10,10,1,5,20,0.8000000119
1,24,10,10,1,5,25,0.8000000119
1,25,10,10,1,5,25,0.8000000119
1,26,10,10,1,5,20,0.8000000119
1,27,10,10,1,5,18.7999992371,0.8000000119
1,28,10,10,1,5,25,0.8000000119
1,29,10,10,1,5,26.7000007629,0.8000000119
1,30,10,10,1,5,20,0.8000000119
1,31,10,10,1,5,20,0.8000000119
1,32,10,10,1,5,18.7999992371,0.8000000119
1,33,10,10,1,5,20,0.8000000119
1,34,10,10,1,5,25,0.8000000119
1,35,10,10,1,5,25,0.8000000119
1,36,10,10,1,5,25,0.8000000119
1,37,10,10,1,5,25,0.8000000119
1,38,10,10,1,5,18.7999992371,0.8000000119
1,39,10,10,1,5,20,0.8000000119
1,40,10,10,1,5,25,0.8000000119
1,41,10,10,1,5,25,0.8000000119
1,42,10,10,1,5,18.7999992371,0.8000000119
1,43,10,10,1,5,18.7999992371,0.8000000119
1,44,10,10,1,5,18.7999992371,0.8000000119
1,45,10,10,1,5,26.7000007629,0.8000000119
1,46,10,10,1,5,33.2999992371,0.8000000119
1,47,10,10,1,5,25,0.8000000119
1,48,10,10,1,5,18.7999992371,0.8000000119
1,49,10,10,1,5,25,0.8000000119
