ID,index,voices,voiceToEQandComp,effects,voicesToEffects,CPUPerc,MemPerc
0,0,4,4,0,0,87.5,0.6999999881
0,1,4,4,0,0,105.5999984741,0.6999999881
0,2,4,4,0,0,175,0.6999999881
0,3,4,4,0,0,31.2000007629,0.6999999881
0,4,4,4,0,0,20,0.6999999881
0,5,4,4,0,0,12.5,0.6999999881
0,6,4,4,0,0,6.1999998093,0.6999999881
0,7,4,4,0,0,13.3000001907,0.6999999881
0,8,4,4,0,0,6.1999998093,0.6999999881
0,9,4,4,0,0,6.6999998093,0.6999999881
0,10,4,4,0,0,12.5,0.6999999881
0,11,4,4,0,0,6.1999998093,0.6999999881
0,12,4,4,0,0,6.1999998093,0.6999999881
0,13,4,4,0,0,6.1999998093,0.6999999881
0,14,4,4,0,0,12.5,0.6999999881
0,15,4,4,0,0,6.6999998093,0.6999999881
0,16,4,4,0,0,6.1999998093,0.6999999881
0,17,4,4,0,0,6.6999998093,0.6999999881
0,18,4,4,0,0,6.1999998093,0.6999999881
0,19,4,4,0,0,6.1999998093,0.6999999881
0,20,4,4,0,0,6.1999998093,0.6999999881
0,21,4,4,0,0,6.1999998093,0.6999999881
0,22,4,4,0,0,6.1999998093,0.6999999881
0,23,4,4,0,0,6.1999998093,0.6999999881
0,24,4,4,0,0,13.3000001907,0.6999999881
0,25,4,4,0,0,6.1999998093,0.8000000119
0,26,4,4,0,0,6.6999998093,0.8000000119
0,27,4,4,0,0,6.1999998093,0.8000000119
0,28,4,4,0,0,6.6999998093,0.8000000119
0,29,4,4,0,0,6.1999998093,0.8000000119
0,30,4,4,0,0,6.1999998093,0.8000000119
0,31,4,4,0,0,6.6999998093,0.8000000119
0,32,4,4,0,0,6.1999998093,0.8000000119
0,33,4,4,0,0,12.5,0.8000000119
0,34,4,4,0,0,6.6999998093,0.8000000119
0,35,4,4,0,0,6.1999998093,0.8000000119
0,36,4,4,0,0,6.6999998093,0.8000000119
0,37,4,4,0,0,6.1999998093,0.8000000119
0,38,4,4,0,0,6.1999998093,0.8000000119
0,39,4,4,0,0,6.1999998093,0.8000000119
0,40,4,4,0,0,6.1999998093,0.8000000119
0,41,4,4,0,0,6.1999998093,0.8000000119
0,42,4,4,0,0,6.1999998093,0.8000000119
0,43,4,4,0,0,6.6999998093,0.8000000119
0,44,4,4,0,0,6.1999998093,0.8000000119
0,45,4,4,0,0,6.1999998093,0.6999999881
0,46,4,4,0,0,6.6999998093,0.6999999881
0,47,4,4,0,0,6.1999998093,0.6999999881
0,48,4,4,0,0,6.6999998093,0.6999999881
0,49,4,4,0,0,6.1999998093,0.6999999881
1,0,10,10,1,5,156.1999969482,0.6999999881
1,1,10,10,1,5,187.5,0.6999999881
1,2,10,10,1,5,211.8000030518,0.8000000119
1,3,10,10,1,5,76.5,0.8000000119
1,4,10,10,1,5,18.7999992371,0.8000000119
1,5,10,10,1,5,25,0.8000000119
1,6,10,10,1,5,26.7000007629,0.8000000119
1,7,10,10,1,5,18.7999992371,0.8000000119
1,8,10,10,1,5,20,0.8000000119
1,9,10,10,1,5,18.7999992371,0.8000000119
1,10,10,10,1,5,25,0.8000000119
1,11,10,10,1,5,26.7000007629,0.8000000119
1,12,10,10,1,5,26.7000007629,0.8000000119
1,13,10,10,1,5,18.7999992371,0.8000000119
1,14,10,10,1,5,18.7999992371,0.8000000119
1,15,10,10,1,5,26.7000007629,0.8000000119
1,16,10,10,1,5,26.7000007629,0.8000000119
1,17,10,10,1,5,26.7000007629,0.8000000119
1,18,10,10,1,5,25,0.8000000119
1,19,10,10,1,5,37.5,0.8000000119
1,20,10,10,1,5,26.7000007629,0.8000000119
1,21,10,10,1,5,25,0.8000000119
1,22,10,10,1,5,20,0.8000000119
1,23,10,10,1,5,20,0.8000000119
1,24,10,10,1,5,25,0.8000000119
1,25,10,10,1,5,25,0.8000000119
1,26,10,10,1,5,20,0.8000000119
1,27,10,10,1,5,18.7999992371,0.8000000119
