ID,index,voices,voicesToEQandComp,effects,voicesToEffects,CPUPerc,MemPerc
5,0,150,150,0,0,75,2.2999999523
5,1,150,150,0,0,56.2000007629,2.2999999523
5,2,150,150,0,0,62.5,2.2999999523
5,3,150,150,0,0,56.2000007629,2.2999999523
5,4,150,150,0,0,50,2.2999999523
5,5,150,150,0,0,62.5,2.2999999523
5,6,150,150,0,0,56.2000007629,2.2999999523
5,7,150,150,0,0,58.7999992371,2.2999999523
5,8,150,150,0,0,50,2.2999999523
5,9,150,150,0,0,50,2.2999999523
5,10,150,150,0,0,53.2999992371,2.2999999523
5,11,150,150,0,0,62.5,2.2999999523
5,12,150,150,0,0,56.2000007629,2.2999999523
5,13,150,150,0,0,56.2000007629,2.2999999523
5,14,150,150,0,0,56.2000007629,2.2999999523
5,15,150,150,0,0,62.5,2.2999999523
5,16,150,150,0,0,58.7999992371,2.2999999523
5,17,150,150,0,0,56.2000007629,2.2999999523
5,18,150,150,0,0,56.2000007629,2.2999999523
5,19,150,150,0,0,56.2000007629,2.2999999523
5,20,150,150,0,0,56.2000007629,2.2999999523
5,21,150,150,0,0,62.5,2.2999999523
5,22,150,150,0,0,56.2000007629,2.2999999523
5,23,150,150,0,0,50,2.2999999523
5,24,150,150,0,0,56.2000007629,2.2999999523
5,25,150,150,0,0,50,2.2999999523
5,26,150,150,0,0,56.2000007629,2.2999999523
5,27,150,150,0,0,62.5,2.2999999523
5,28,150,150,0,0,43.7999992371,2.2999999523
5,29,150,150,0,0,56.2000007629,2.2999999523
5,30,150,150,0,0,56.2000007629,2.2999999523
5,31,150,150,0,0,60,2.2999999523
5,32,150,150,0,0,56.2000007629,2.2999999523
5,33,150,150,0,0,56.2000007629,2.2999999523
5,34,150,150,0,0,60,2.2999999523
5,35,150,150,0,0,56.2000007629,2.2999999523
5,36,150,150,0,0,52.9000015259,2.2999999523
5,37,150,150,0,0,56.2000007629,2.2999999523
5,38,150,150,0,0,56.2000007629,2.2999999523
5,39,150,150,0,0,62.5,2.2999999523
5,40,150,150,0,0,50,2.2999999523
5,41,150,150,0,0,56.2000007629,2.2999999523
5,42,150,150,0,0,56.2000007629,2.2999999523
5,43,150,150,0,0,50,2.2999999523
5,44,150,150,0,0,50,2.2999999523
5,45,150,150,0,0,56.2000007629,2.2999999523
5,46,150,150,0,0,50,2.2999999523
5,47,150,150,0,0,52.9000015259,2.2999999523
5,48,150,150,0,0,56.2000007629,2.2999999523
5,49,150,150,0,0,62.5,2.2999999523
